  5.00000000D+00  3.67964126D-01 -2.15553837D-01  6.02857579D+00  1.06970495D+01  7.65000000D-01  1.06970495D+01  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00
  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  7.15150473D-02  1.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00
  0.00000000D+00  0.00000000D+00  0.00000000D+00
