  2.90000000D-05  2.71102794D-06  5.00000000D+00  2.84500261D+03 -5.45369348D-06  1.09370529D+02  2.95437313D+03
  3.00000000D-05  2.80451166D-06  5.00000000D+00  2.84500261D+03 -5.83629504D-06  1.09370529D+02  2.95437313D+03
  3.10000000D-05  2.89799538D-06  5.00000000D+00  2.84500261D+03 -6.23186615D-06  1.09370529D+02  2.95437313D+03
  3.20000000D-05  2.99147910D-06  5.00000000D+00  2.84500261D+03 -6.64040680D-06  1.09370529D+02  2.95437313D+03
  3.30000000D-05  3.08496282D-06  5.00000000D+00  2.84500261D+03 -7.06191700D-06  1.09370529D+02  2.95437313D+03
  3.40000000D-05  3.17844655D-06  5.00000000D+00  2.84500261D+03 -7.49639674D-06  1.09370529D+02  2.95437313D+03
  3.50000000D-05  3.27193027D-06  5.00000000D+00  2.84500260D+03 -7.94384602D-06  1.09370529D+02  2.95437313D+03
  3.60000000D-05  3.36541399D-06  5.00000000D+00  2.84500260D+03 -8.40426485D-06  1.09370529D+02  2.95437312D+03
  3.70000000D-05  3.45889771D-06  5.00000000D+00  2.84500260D+03 -8.87765322D-06  1.09370529D+02  2.95437312D+03
  3.80000000D-05  3.55238143D-06  5.00000000D+00  2.84500260D+03 -9.36401114D-06  1.09370529D+02  2.95437312D+03
  3.90000000D-05  3.64586516D-06  5.00000000D+00  2.84500260D+03 -9.86333860D-06  1.09370529D+02  2.95437312D+03
  4.00000000D-05  3.73934888D-06  5.00000000D+00  2.84500260D+03 -1.03756356D-05  1.09370529D+02  2.95437312D+03
  4.10000000D-05  3.83283260D-06  5.00000000D+00  2.84500260D+03 -1.09009022D-05  1.09370529D+02  2.95437312D+03
  4.20000000D-05  3.92631632D-06  5.00000000D+00  2.84500260D+03 -1.14391383D-05  1.09370529D+02  2.95437312D+03
  4.30000000D-05  4.01980004D-06  5.00000000D+00  2.84500260D+03 -1.19903439D-05  1.09370529D+02  2.95437312D+03
  4.40000000D-05  4.11328376D-06  5.00000000D+00  2.84500260D+03 -1.25545191D-05  1.09370529D+02  2.95437312D+03
  4.50000000D-05  4.20676749D-06  5.00000000D+00  2.84500260D+03 -1.31316638D-05  1.09370529D+02  2.95437312D+03
  4.60000000D-05  4.30025121D-06  5.00000000D+00  2.84500260D+03 -1.37217781D-05  1.09370529D+02  2.95437312D+03
  4.70000000D-05  4.39373493D-06  5.00000000D+00  2.84500260D+03 -1.43248619D-05  1.09370529D+02  2.95437311D+03
  4.80000000D-05  4.48721865D-06  5.00000000D+00  2.84500260D+03 -1.49409153D-05  1.09370529D+02  2.95437311D+03
  4.90000000D-05  4.58070237D-06  5.00000000D+00  2.84500260D+03 -1.55699382D-05  1.09370529D+02  2.95437311D+03
  5.00000000D-05  4.67418610D-06  5.00000000D+00  2.84500260D+03 -1.62119306D-05  1.09370529D+02  2.95437311D+03
  5.10000000D-05  4.76766982D-06  5.00000000D+00  2.84500260D+03 -1.68668926D-05  1.09370529D+02  2.95437311D+03
  5.20000000D-05  4.86115354D-06  5.00000000D+00  2.84500260D+03 -1.75348241D-05  1.09370529D+02  2.95437311D+03
  5.30000000D-05  4.95463726D-06  5.00000000D+00  2.84500260D+03 -1.82157252D-05  1.09370529D+02  2.95437311D+03
  5.40000000D-05  5.04812098D-06  5.00000000D+00  2.84500260D+03 -1.89095958D-05  1.09370529D+02  2.95437311D+03
  5.50000000D-05  5.14160471D-06  5.00000000D+00  2.84500260D+03 -1.96164360D-05  1.09370528D+02  2.95437310D+03
  5.60000000D-05  5.23508843D-06  5.00000000D+00  2.84500260D+03 -2.03362457D-05  1.09370528D+02  2.95437310D+03
  5.70000000D-05  5.32857215D-06  5.00000000D+00  2.84500259D+03 -2.10690250D-05  1.09370528D+02  2.95437310D+03
  5.80000000D-05  5.42205587D-06  4.99999999D+00  2.84500259D+03 -2.18147738D-05  1.09370528D+02  2.95437310D+03
  5.90000000D-05  5.51553959D-06  4.99999999D+00  2.84500259D+03 -2.25734921D-05  1.09370528D+02  2.95437310D+03
  6.00000000D-05  5.60902332D-06  4.99999999D+00  2.84500259D+03 -2.33451800D-05  1.09370528D+02  2.95437310D+03
  6.10000000D-05  5.70250704D-06  4.99999999D+00  2.84500259D+03 -2.41298374D-05  1.09370528D+02  2.95437310D+03
  6.20000000D-05  5.79599076D-06  4.99999999D+00  2.84500259D+03 -2.49274644D-05  1.09370528D+02  2.95437310D+03
  6.30000000D-05  5.88947448D-06  4.99999999D+00  2.84500259D+03 -2.57380609D-05  1.09370528D+02  2.95437309D+03
  6.40000000D-05  5.98295820D-06  4.99999999D+00  2.84500259D+03 -2.65616270D-05  1.09370528D+02  2.95437309D+03
  6.50000000D-05  6.07644193D-06  4.99999999D+00  2.84500259D+03 -2.73981626D-05  1.09370528D+02  2.95437309D+03
  6.60000000D-05  6.16992565D-06  4.99999999D+00  2.84500259D+03 -2.82476678D-05  1.09370528D+02  2.95437309D+03
  6.70000000D-05  6.26340937D-06  4.99999999D+00  2.84500259D+03 -2.91101424D-05  1.09370528D+02  2.95437309D+03
  6.80000000D-05  6.35689309D-06  4.99999999D+00  2.84500259D+03 -2.99855867D-05  1.09370528D+02  2.95437309D+03
  6.90000000D-05  6.45037681D-06  4.99999999D+00  2.84500259D+03 -3.08740005D-05  1.09370528D+02  2.95437309D+03
  7.00000000D-05  6.54386053D-06  4.99999999D+00  2.84500259D+03 -3.17753838D-05  1.09370528D+02  2.95437308D+03
  7.10000000D-05  6.63734426D-06  4.99999999D+00  2.84500259D+03 -3.26897367D-05  1.09370528D+02  2.95437308D+03
  7.20000000D-05  6.73082798D-06  4.99999999D+00  2.84500259D+03 -3.36170591D-05  1.09370528D+02  2.95437308D+03
  7.30000000D-05  6.82431170D-06  4.99999999D+00  2.84500258D+03 -3.45573510D-05  1.09370528D+02  2.95437308D+03
  7.40000000D-05  6.91779542D-06  4.99999999D+00  2.84500258D+03 -3.55106125D-05  1.09370528D+02  2.95437308D+03
  7.50000000D-05  7.01127914D-06  4.99999999D+00  2.84500258D+03 -3.64768436D-05  1.09370528D+02  2.95437308D+03
  7.60000000D-05  7.10476287D-06  4.99999999D+00  2.84500258D+03 -3.74560442D-05  1.09370528D+02  2.95437307D+03
  7.70000000D-05  7.19824659D-06  4.99999999D+00  2.84500258D+03 -3.84482143D-05  1.09370528D+02  2.95437307D+03
  7.80000000D-05  7.29173031D-06  4.99999999D+00  2.84500258D+03 -3.94533540D-05  1.09370528D+02  2.95437307D+03
  7.90000000D-05  7.38521403D-06  4.99999999D+00  2.84500258D+03 -4.04714632D-05  1.09370528D+02  2.95437307D+03
  8.00000000D-05  7.47869775D-06  4.99999999D+00  2.84500258D+03 -4.15025419D-05  1.09370528D+02  2.95437307D+03
  8.10000000D-05  7.57218148D-06  4.99999999D+00  2.84500258D+03 -4.25465902D-05  1.09370528D+02  2.95437306D+03
  8.20000000D-05  7.66566520D-06  4.99999999D+00  2.84500258D+03 -4.36036081D-05  1.09370528D+02  2.95437306D+03
  8.30000000D-05  7.75914892D-06  4.99999999D+00  2.84500258D+03 -4.46735955D-05  1.09370528D+02  2.95437306D+03
  8.40000000D-05  7.85263264D-06  4.99999999D+00  2.84500258D+03 -4.57565524D-05  1.09370528D+02  2.95437306D+03
  8.50000000D-05  7.94611636D-06  4.99999999D+00  2.84500258D+03 -4.68524789D-05  1.09370528D+02  2.95437306D+03
  8.60000000D-05  8.03960009D-06  4.99999999D+00  2.84500257D+03 -4.79613749D-05  1.09370528D+02  2.95437306D+03
  8.70000000D-05  8.13308381D-06  4.99999999D+00  2.84500257D+03 -4.90832405D-05  1.09370528D+02  2.95437305D+03
  8.80000000D-05  8.22656753D-06  4.99999999D+00  2.84500257D+03 -5.02180756D-05  1.09370528D+02  2.95437305D+03
  8.90000000D-05  8.32005125D-06  4.99999999D+00  2.84500257D+03 -5.13658802D-05  1.09370528D+02  2.95437305D+03
  9.00000000D-05  8.41353497D-06  4.99999999D+00  2.84500257D+03 -5.25266544D-05  1.09370528D+02  2.95437305D+03
  9.10000000D-05  8.50701870D-06  4.99999999D+00  2.84500257D+03 -5.37003981D-05  1.09370528D+02  2.95437304D+03
  9.20000000D-05  8.60050242D-06  4.99999999D+00  2.84500257D+03 -5.48871114D-05  1.09370528D+02  2.95437304D+03
  9.30000000D-05  8.69398614D-06  4.99999999D+00  2.84500257D+03 -5.60867942D-05  1.09370528D+02  2.95437304D+03
  9.40000000D-05  8.78746986D-06  4.99999999D+00  2.84500257D+03 -5.72994466D-05  1.09370528D+02  2.95437304D+03
  9.50000000D-05  8.88095358D-06  4.99999999D+00  2.84500257D+03 -5.85250685D-05  1.09370528D+02  2.95437304D+03
  9.60000000D-05  8.97443730D-06  4.99999999D+00  2.84500257D+03 -5.97636600D-05  1.09370528D+02  2.95437303D+03
  9.70000000D-05  9.06792103D-06  4.99999999D+00  2.84500256D+03 -6.10152209D-05  1.09370528D+02  2.95437303D+03
  9.80000000D-05  9.16140475D-06  4.99999999D+00  2.84500256D+03 -6.22797515D-05  1.09370528D+02  2.95437303D+03
  9.90000000D-05  9.25488847D-06  4.99999999D+00  2.84500256D+03 -6.35572516D-05  1.09370528D+02  2.95437303D+03
  1.00000000D-04  9.34837219D-06  4.99999999D+00  2.84500256D+03 -6.48477212D-05  1.09370528D+02  2.95437303D+03
  1.10000000D-04  1.02832094D-05  4.99999998D+00  2.84500255D+03 -7.84657422D-05  1.09370528D+02  2.95437300D+03
  1.20000000D-04  1.12180466D-05  4.99999998D+00  2.84500254D+03 -9.33807174D-05  1.09370528D+02  2.95437298D+03
  1.30000000D-04  1.21528839D-05  4.99999997D+00  2.84500253D+03 -1.09592647D-04  1.09370528D+02  2.95437295D+03
  1.40000000D-04  1.30877211D-05  4.99999997D+00  2.84500252D+03 -1.27101530D-04  1.09370528D+02  2.95437292D+03
  1.50000000D-04  1.40225583D-05  4.99999997D+00  2.84500250D+03 -1.45907368D-04  1.09370527D+02  2.95437288D+03
  1.60000000D-04  1.49573955D-05  4.99999996D+00  2.84500249D+03 -1.66010160D-04  1.09370527D+02  2.95437285D+03
  1.70000000D-04  1.58922327D-05  4.99999996D+00  2.84500247D+03 -1.87409905D-04  1.09370527D+02  2.95437281D+03
  1.80000000D-04  1.68270699D-05  4.99999995D+00  2.84500245D+03 -2.10106605D-04  1.09370527D+02  2.95437277D+03
  1.90000000D-04  1.77619072D-05  4.99999995D+00  2.84500244D+03 -2.34100258D-04  1.09370527D+02  2.95437273D+03
  2.00000000D-04  1.86967444D-05  4.99999994D+00  2.84500242D+03 -2.59390865D-04  1.09370526D+02  2.95437268D+03
  2.10000000D-04  1.96315816D-05  4.99999993D+00  2.84500240D+03 -2.85978426D-04  1.09370526D+02  2.95437264D+03
  2.20000000D-04  2.05664188D-05  4.99999993D+00  2.84500238D+03 -3.13862940D-04  1.09370526D+02  2.95437259D+03
  2.30000000D-04  2.15012560D-05  4.99999992D+00  2.84500235D+03 -3.43044408D-04  1.09370526D+02  2.95437254D+03
  2.40000000D-04  2.24360933D-05  4.99999991D+00  2.84500233D+03 -3.73522829D-04  1.09370525D+02  2.95437248D+03
  2.50000000D-04  2.33709305D-05  4.99999991D+00  2.84500231D+03 -4.05298203D-04  1.09370525D+02  2.95437243D+03
  2.60000000D-04  2.43057677D-05  4.99999990D+00  2.84500228D+03 -4.38370531D-04  1.09370525D+02  2.95437237D+03
  2.70000000D-04  2.52406049D-05  4.99999989D+00  2.84500226D+03 -4.72739812D-04  1.09370525D+02  2.95437231D+03
  2.80000000D-04  2.61754421D-05  4.99999988D+00  2.84500223D+03 -5.08406045D-04  1.09370524D+02  2.95437225D+03
  2.90000000D-04  2.71102794D-05  4.99999987D+00  2.84500220D+03 -5.45369232D-04  1.09370524D+02  2.95437218D+03
  3.00000000D-04  2.80451166D-05  4.99999987D+00  2.84500217D+03 -5.83629372D-04  1.09370524D+02  2.95437211D+03
  3.10000000D-04  2.89799538D-05  4.99999986D+00  2.84500214D+03 -6.23186464D-04  1.09370523D+02  2.95437204D+03
  3.20000000D-04  2.99147910D-05  4.99999985D+00  2.84500211D+03 -6.64040509D-04  1.09370523D+02  2.95437197D+03
  3.30000000D-04  3.08496282D-05  4.99999984D+00  2.84500208D+03 -7.06191506D-04  1.09370523D+02  2.95437190D+03
  3.40000000D-04  3.17844655D-05  4.99999983D+00  2.84500205D+03 -7.49639455D-04  1.09370522D+02  2.95437182D+03
  3.50000000D-04  3.27193027D-05  4.99999982D+00  2.84500201D+03 -7.94384357D-04  1.09370522D+02  2.95437174D+03
  3.60000000D-04  3.36541399D-05  4.99999981D+00  2.84500198D+03 -8.40426210D-04  1.09370522D+02  2.95437166D+03
  3.70000000D-04  3.45889771D-05  4.99999979D+00  2.84500194D+03 -8.87765016D-04  1.09370521D+02  2.95437158D+03
  3.80000000D-04  3.55238143D-05  4.99999978D+00  2.84500191D+03 -9.36400773D-04  1.09370521D+02  2.95437149D+03
  3.90000000D-04  3.64586516D-05  4.99999977D+00  2.84500187D+03 -9.86333482D-04  1.09370520D+02  2.95437140D+03
  4.00000000D-04  3.73934888D-05  4.99999976D+00  2.84500183D+03 -1.03756314D-03  1.09370520D+02  2.95437131D+03
  4.10000000D-04  3.83283260D-05  4.99999975D+00  2.84500179D+03 -1.09008975D-03  1.09370519D+02  2.95437122D+03
  4.20000000D-04  3.92631632D-05  4.99999974D+00  2.84500175D+03 -1.14391332D-03  1.09370519D+02  2.95437113D+03
  4.30000000D-04  4.01980004D-05  4.99999972D+00  2.84500171D+03 -1.19903383D-03  1.09370518D+02  2.95437103D+03
  4.40000000D-04  4.11328376D-05  4.99999971D+00  2.84500167D+03 -1.25545129D-03  1.09370518D+02  2.95437093D+03
  4.50000000D-04  4.20676749D-05  4.99999970D+00  2.84500163D+03 -1.31316571D-03  1.09370517D+02  2.95437083D+03
  4.60000000D-04  4.30025121D-05  4.99999968D+00  2.84500158D+03 -1.37217708D-03  1.09370517D+02  2.95437073D+03
  4.70000000D-04  4.39373493D-05  4.99999967D+00  2.84500154D+03 -1.43248539D-03  1.09370516D+02  2.95437062D+03
  4.80000000D-04  4.48721865D-05  4.99999965D+00  2.84500149D+03 -1.49409066D-03  1.09370516D+02  2.95437051D+03
  4.90000000D-04  4.58070237D-05  4.99999964D+00  2.84500144D+03 -1.55699287D-03  1.09370515D+02  2.95437040D+03
  5.00000000D-04  4.67418610D-05  4.99999963D+00  2.84500139D+03 -1.62119204D-03  1.09370515D+02  2.95437029D+03
  5.10000000D-04  4.76766982D-05  4.99999961D+00  2.84500135D+03 -1.68668815D-03  1.09370514D+02  2.95437017D+03
  5.20000000D-04  4.86115354D-05  4.99999959D+00  2.84500130D+03 -1.75348122D-03  1.09370514D+02  2.95437006D+03
  5.30000000D-04  4.95463726D-05  4.99999958D+00  2.84500124D+03 -1.82157123D-03  1.09370513D+02  2.95436994D+03
  5.40000000D-04  5.04812098D-05  4.99999956D+00  2.84500119D+03 -1.89095819D-03  1.09370513D+02  2.95436981D+03
  5.50000000D-04  5.14160471D-05  4.99999955D+00  2.84500114D+03 -1.96164210D-03  1.09370512D+02  2.95436969D+03
  5.60000000D-04  5.23508843D-05  4.99999953D+00  2.84500109D+03 -2.03362296D-03  1.09370511D+02  2.95436956D+03
  5.70000000D-04  5.32857215D-05  4.99999951D+00  2.84500103D+03 -2.10690077D-03  1.09370511D+02  2.95436943D+03
  5.80000000D-04  5.42205587D-05  4.99999950D+00  2.84500097D+03 -2.18147553D-03  1.09370510D+02  2.95436930D+03
  5.90000000D-04  5.51553959D-05  4.99999948D+00  2.84500092D+03 -2.25734723D-03  1.09370509D+02  2.95436917D+03
  6.00000000D-04  5.60902332D-05  4.99999946D+00  2.84500086D+03 -2.33451588D-03  1.09370509D+02  2.95436903D+03
  6.10000000D-04  5.70250704D-05  4.99999944D+00  2.84500080D+03 -2.41298148D-03  1.09370508D+02  2.95436890D+03
  6.20000000D-04  5.79599076D-05  4.99999942D+00  2.84500074D+03 -2.49274402D-03  1.09370507D+02  2.95436876D+03
  6.30000000D-04  5.88947448D-05  4.99999940D+00  2.84500068D+03 -2.57380352D-03  1.09370507D+02  2.95436861D+03
  6.40000000D-04  5.98295820D-05  4.99999939D+00  2.84500062D+03 -2.65615996D-03  1.09370506D+02  2.95436847D+03
  6.50000000D-04  6.07644193D-05  4.99999937D+00  2.84500056D+03 -2.73981334D-03  1.09370505D+02  2.95436832D+03
  6.60000000D-04  6.16992565D-05  4.99999935D+00  2.84500049D+03 -2.82476367D-03  1.09370505D+02  2.95436817D+03
  6.70000000D-04  6.26340937D-05  4.99999933D+00  2.84500043D+03 -2.91101095D-03  1.09370504D+02  2.95436802D+03
  6.80000000D-04  6.35689309D-05  4.99999931D+00  2.84500036D+03 -2.99855517D-03  1.09370503D+02  2.95436787D+03
  6.90000000D-04  6.45037681D-05  4.99999929D+00  2.84500030D+03 -3.08739634D-03  1.09370502D+02  2.95436771D+03
  7.00000000D-04  6.54386053D-05  4.99999927D+00  2.84500023D+03 -3.17753445D-03  1.09370502D+02  2.95436755D+03
  7.10000000D-04  6.63734426D-05  4.99999924D+00  2.84500016D+03 -3.26896951D-03  1.09370501D+02  2.95436739D+03
  7.20000000D-04  6.73082798D-05  4.99999922D+00  2.84500009D+03 -3.36170151D-03  1.09370500D+02  2.95436723D+03
  7.30000000D-04  6.82431170D-05  4.99999920D+00  2.84500002D+03 -3.45573046D-03  1.09370499D+02  2.95436706D+03
  7.40000000D-04  6.91779542D-05  4.99999918D+00  2.84499995D+03 -3.55105635D-03  1.09370498D+02  2.95436689D+03
  7.50000000D-04  7.01127914D-05  4.99999916D+00  2.84499987D+03 -3.64767918D-03  1.09370498D+02  2.95436672D+03
  7.60000000D-04  7.10476287D-05  4.99999913D+00  2.84499980D+03 -3.74559896D-03  1.09370497D+02  2.95436655D+03
  7.70000000D-04  7.19824659D-05  4.99999911D+00  2.84499973D+03 -3.84481568D-03  1.09370496D+02  2.95436638D+03
  7.80000000D-04  7.29173031D-05  4.99999909D+00  2.84499965D+03 -3.94532934D-03  1.09370495D+02  2.95436620D+03
  7.90000000D-04  7.38521403D-05  4.99999906D+00  2.84499958D+03 -4.04713995D-03  1.09370494D+02  2.95436602D+03
  8.00000000D-04  7.47869775D-05  4.99999904D+00  2.84499950D+03 -4.15024750D-03  1.09370493D+02  2.95436584D+03
  8.10000000D-04  7.57218148D-05  4.99999902D+00  2.84499942D+03 -4.25465198D-03  1.09370492D+02  2.95436566D+03
  8.20000000D-04  7.66566520D-05  4.99999899D+00  2.84499934D+03 -4.36035342D-03  1.09370492D+02  2.95436547D+03
  8.30000000D-04  7.75914892D-05  4.99999897D+00  2.84499926D+03 -4.46735179D-03  1.09370491D+02  2.95436528D+03
  8.40000000D-04  7.85263264D-05  4.99999894D+00  2.84499918D+03 -4.57564710D-03  1.09370490D+02  2.95436509D+03
  8.50000000D-04  7.94611636D-05  4.99999892D+00  2.84499910D+03 -4.68523935D-03  1.09370489D+02  2.95436490D+03
  8.60000000D-04  8.03960009D-05  4.99999889D+00  2.84499901D+03 -4.79612855D-03  1.09370488D+02  2.95436471D+03
  8.70000000D-04  8.13308381D-05  4.99999886D+00  2.84499893D+03 -4.90831468D-03  1.09370487D+02  2.95436451D+03
  8.80000000D-04  8.22656753D-05  4.99999884D+00  2.84499884D+03 -5.02179775D-03  1.09370486D+02  2.95436431D+03
  8.90000000D-04  8.32005125D-05  4.99999881D+00  2.84499876D+03 -5.13657776D-03  1.09370485D+02  2.95436411D+03
  9.00000000D-04  8.41353497D-05  4.99999879D+00  2.84499867D+03 -5.25265471D-03  1.09370484D+02  2.95436390D+03
  9.10000000D-04  8.50701870D-05  4.99999876D+00  2.84499858D+03 -5.37002860D-03  1.09370483D+02  2.95436370D+03
  9.20000000D-04  8.60050242D-05  4.99999873D+00  2.84499849D+03 -5.48869943D-03  1.09370482D+02  2.95436349D+03
  9.30000000D-04  8.69398614D-05  4.99999870D+00  2.84499840D+03 -5.60866719D-03  1.09370481D+02  2.95436328D+03
  9.40000000D-04  8.78746986D-05  4.99999867D+00  2.84499831D+03 -5.72993189D-03  1.09370480D+02  2.95436306D+03
  9.50000000D-04  8.88095358D-05  4.99999865D+00  2.84499822D+03 -5.85249353D-03  1.09370479D+02  2.95436285D+03
  9.60000000D-04  8.97443730D-05  4.99999862D+00  2.84499813D+03 -5.97635211D-03  1.09370478D+02  2.95436263D+03
  9.70000000D-04  9.06792103D-05  4.99999859D+00  2.84499803D+03 -6.10150762D-03  1.09370477D+02  2.95436241D+03
  9.80000000D-04  9.16140475D-05  4.99999856D+00  2.84499794D+03 -6.22796007D-03  1.09370476D+02  2.95436219D+03
  9.90000000D-04  9.25488847D-05  4.99999853D+00  2.84499784D+03 -6.35570945D-03  1.09370475D+02  2.95436196D+03
  1.00000000D-03  9.34837219D-05  4.99999850D+00  2.84499775D+03 -6.48475577D-03  1.09370473D+02  2.95436174D+03
  1.15000000D-03  1.07506280D-04  4.99999802D+00  2.84499618D+03 -8.57608246D-03  1.09370456D+02  2.95435806D+03
  1.30000000D-03  1.21528839D-04  4.99999747D+00  2.84499439D+03 -1.09592180D-02  1.09370435D+02  2.95435387D+03
  1.40000000D-03  1.30877211D-04  4.99999706D+00  2.84499308D+03 -1.27100902D-02  1.09370420D+02  2.95435079D+03
  1.50000000D-03  1.40225583D-04  4.99999663D+00  2.84499167D+03 -1.45906540D-02  1.09370404D+02  2.95434748D+03
  1.60000000D-03  1.49573955D-04  4.99999616D+00  2.84499016D+03 -1.66009088D-02  1.09370387D+02  2.95434395D+03
  1.70000000D-03  1.58922327D-04  4.99999567D+00  2.84498856D+03 -1.87408539D-02  1.09370369D+02  2.95434018D+03
  1.80000000D-03  1.68270699D-04  4.99999514D+00  2.84498685D+03 -2.10104888D-02  1.09370350D+02  2.95433619D+03
  1.90000000D-03  1.77619072D-04  4.99999459D+00  2.84498505D+03 -2.34098127D-02  1.09370329D+02  2.95433197D+03
  2.00000000D-03  1.86967444D-04  4.99999400D+00  2.84498316D+03 -2.59388249D-02  1.09370308D+02  2.95432753D+03
  2.10000000D-03  1.96315816D-04  4.99999339D+00  2.84498116D+03 -2.85975245D-02  1.09370285D+02  2.95432285D+03
  2.20000000D-03  2.05664188D-04  4.99999274D+00  2.84497907D+03 -3.13859109D-02  1.09370261D+02  2.95431795D+03
  2.30000000D-03  2.15012560D-04  4.99999207D+00  2.84497688D+03 -3.43039832D-02  1.09370236D+02  2.95431281D+03
  2.40000000D-03  2.24360933D-04  4.99999136D+00  2.84497460D+03 -3.73517404D-02  1.09370210D+02  2.95430746D+03
  2.50000000D-03  2.33709305D-04  4.99999063D+00  2.84497221D+03 -4.05291816D-02  1.09370183D+02  2.95430187D+03
  2.60000000D-03  2.43057677D-04  4.99998986D+00  2.84496973D+03 -4.38363058D-02  1.09370155D+02  2.95429605D+03
  2.70000000D-03  2.52406049D-04  4.99998907D+00  2.84496716D+03 -4.72731122D-02  1.09370126D+02  2.95429001D+03
  2.80000000D-03  2.61754421D-04  4.99998824D+00  2.84496448D+03 -5.08395995D-02  1.09370095D+02  2.95428374D+03
  2.90000000D-03  2.71102794D-04  4.99998739D+00  2.84496171D+03 -5.45357667D-02  1.09370064D+02  2.95427724D+03
  3.00000000D-03  2.80451166D-04  4.99998650D+00  2.84495884D+03 -5.83616127D-02  1.09370031D+02  2.95427051D+03
  3.10000000D-03  2.89799538D-04  4.99998559D+00  2.84495587D+03 -6.23171363D-02  1.09369998D+02  2.95426355D+03
  3.20000000D-03  2.99147910D-04  4.99998464D+00  2.84495281D+03 -6.64023363D-02  1.09369963D+02  2.95425637D+03
  3.30000000D-03  3.08496282D-04  4.99998367D+00  2.84494965D+03 -7.06172114D-02  1.09369927D+02  2.95424896D+03
  3.40000000D-03  3.17844655D-04  4.99998266D+00  2.84494639D+03 -7.49617604D-02  1.09369890D+02  2.95424132D+03
  3.50000000D-03  3.27193027D-04  4.99998163D+00  2.84494303D+03 -7.94359819D-02  1.09369852D+02  2.95423345D+03
  3.60000000D-03  3.36541399D-04  4.99998056D+00  2.84493958D+03 -8.40398746D-02  1.09369813D+02  2.95422535D+03
  3.70000000D-03  3.45889771D-04  4.99997947D+00  2.84493603D+03 -8.87734370D-02  1.09369772D+02  2.95421703D+03
  3.80000000D-03  3.55238143D-04  4.99997834D+00  2.84493238D+03 -9.36366678D-02  1.09369731D+02  2.95420848D+03
  3.90000000D-03  3.64586516D-04  4.99997719D+00  2.84492864D+03 -9.86295654D-02  1.09369688D+02  2.95419970D+03
  4.00000000D-03  3.73934888D-04  4.99997600D+00  2.84492480D+03 -1.03752128D-01  1.09369645D+02  2.95419069D+03
  4.10000000D-03  3.83283260D-04  4.99997479D+00  2.84492086D+03 -1.09004355D-01  1.09369600D+02  2.95418145D+03
  4.20000000D-03  3.92631632D-04  4.99997354D+00  2.84491682D+03 -1.14386244D-01  1.09369554D+02  2.95417199D+03
  4.30000000D-03  4.01980004D-04  4.99997227D+00  2.84491269D+03 -1.19897793D-01  1.09369507D+02  2.95416229D+03
  4.40000000D-03  4.11328376D-04  4.99997096D+00  2.84490845D+03 -1.25539001D-01  1.09369459D+02  2.95415237D+03
