                                            x xi w  dw Cv0 Cv Cvqt w0= 5.00000000D+00
  0.00000000D+00  0.00000000D+00  5.00000000D+00  0.00000000D+00  8.60961976D-01  8.60961976D-01  1.35967944D+01
  3.30000000D-05  3.08496282D-06  5.00000000D+00 -9.89999999D-05  8.60961976D-01  8.60961973D-01  1.35967944D+01
  3.40000000D-05  3.17844655D-06  5.00000000D+00 -1.02000000D-04  8.60961976D-01  8.60961973D-01  1.35967944D+01
  3.50000000D-05  3.27193027D-06  5.00000000D+00 -1.05000000D-04  8.60961976D-01  8.60961973D-01  1.35967944D+01
  3.60000000D-05  3.36541399D-06  5.00000000D+00 -1.08000000D-04  8.60961976D-01  8.60961973D-01  1.35967944D+01
  3.70000000D-05  3.45889771D-06  5.00000000D+00 -1.11000000D-04  8.60961976D-01  8.60961973D-01  1.35967944D+01
  3.80000000D-05  3.55238143D-06  5.00000000D+00 -1.14000000D-04  8.60961976D-01  8.60961973D-01  1.35967944D+01
  3.90000000D-05  3.64586516D-06  5.00000000D+00 -1.17000000D-04  8.60961976D-01  8.60961972D-01  1.35967944D+01
  4.00000000D-05  3.73934888D-06  5.00000000D+00 -1.20000000D-04  8.60961976D-01  8.60961972D-01  1.35967944D+01
  4.10000000D-05  3.83283260D-06  5.00000000D+00 -1.23000000D-04  8.60961976D-01  8.60961972D-01  1.35967944D+01
  4.20000000D-05  3.92631632D-06  5.00000000D+00 -1.26000000D-04  8.60961976D-01  8.60961972D-01  1.35967944D+01
  4.30000000D-05  4.01980004D-06  5.00000000D+00 -1.29000000D-04  8.60961976D-01  8.60961971D-01  1.35967944D+01
  4.40000000D-05  4.11328376D-06  5.00000000D+00 -1.32000000D-04  8.60961975D-01  8.60961971D-01  1.35967944D+01
  4.50000000D-05  4.20676749D-06  5.00000000D+00 -1.35000000D-04  8.60961975D-01  8.60961971D-01  1.35967944D+01
  4.60000000D-05  4.30025121D-06  5.00000000D+00 -1.38000000D-04  8.60961975D-01  8.60961971D-01  1.35967944D+01
  4.70000000D-05  4.39373493D-06  5.00000000D+00 -1.41000000D-04  8.60961975D-01  8.60961971D-01  1.35967944D+01
  4.80000000D-05  4.48721865D-06  5.00000000D+00 -1.44000000D-04  8.60961975D-01  8.60961970D-01  1.35967944D+01
  4.90000000D-05  4.58070237D-06  5.00000000D+00 -1.47000000D-04  8.60961975D-01  8.60961970D-01  1.35967944D+01
  5.00000000D-05  4.67418610D-06  5.00000000D+00 -1.50000000D-04  8.60961975D-01  8.60961970D-01  1.35967944D+01
  5.10000000D-05  4.76766982D-06  5.00000000D+00 -1.53000000D-04  8.60961975D-01  8.60961970D-01  1.35967944D+01
  5.20000000D-05  4.86115354D-06  5.00000000D+00 -1.56000000D-04  8.60961975D-01  8.60961969D-01  1.35967944D+01
  5.30000000D-05  4.95463726D-06  5.00000000D+00 -1.59000000D-04  8.60961975D-01  8.60961969D-01  1.35967944D+01
  5.40000000D-05  5.04812098D-06  5.00000000D+00 -1.62000000D-04  8.60961975D-01  8.60961969D-01  1.35967944D+01
  5.50000000D-05  5.14160471D-06  5.00000000D+00 -1.65000000D-04  8.60961975D-01  8.60961969D-01  1.35967944D+01
  5.60000000D-05  5.23508843D-06  5.00000000D+00 -1.67999999D-04  8.60961975D-01  8.60961968D-01  1.35967944D+01
  5.70000000D-05  5.32857215D-06  5.00000000D+00 -1.70999999D-04  8.60961975D-01  8.60961968D-01  1.35967944D+01
  5.80000000D-05  5.42205587D-06  4.99999999D+00 -1.73999999D-04  8.60961975D-01  8.60961968D-01  1.35967944D+01
  5.90000000D-05  5.51553959D-06  4.99999999D+00 -1.76999999D-04  8.60961975D-01  8.60961967D-01  1.35967944D+01
  6.00000000D-05  5.60902332D-06  4.99999999D+00 -1.79999999D-04  8.60961975D-01  8.60961967D-01  1.35967944D+01
  6.10000000D-05  5.70250704D-06  4.99999999D+00 -1.82999999D-04  8.60961975D-01  8.60961967D-01  1.35967944D+01
  6.20000000D-05  5.79599076D-06  4.99999999D+00 -1.85999999D-04  8.60961975D-01  8.60961966D-01  1.35967944D+01
  6.30000000D-05  5.88947448D-06  4.99999999D+00 -1.88999999D-04  8.60961975D-01  8.60961966D-01  1.35967944D+01
  6.40000000D-05  5.98295820D-06  4.99999999D+00 -1.91999999D-04  8.60961975D-01  8.60961966D-01  1.35967944D+01
  6.50000000D-05  6.07644193D-06  4.99999999D+00 -1.94999999D-04  8.60961975D-01  8.60961966D-01  1.35967944D+01
  6.60000000D-05  6.16992565D-06  4.99999999D+00 -1.97999999D-04  8.60961975D-01  8.60961965D-01  1.35967944D+01
  6.70000000D-05  6.26340937D-06  4.99999999D+00 -2.00999999D-04  8.60961975D-01  8.60961965D-01  1.35967944D+01
  6.80000000D-05  6.35689309D-06  4.99999999D+00 -2.03999999D-04  8.60961975D-01  8.60961965D-01  1.35967944D+01
  6.90000000D-05  6.45037681D-06  4.99999999D+00 -2.06999999D-04  8.60961975D-01  8.60961964D-01  1.35967944D+01
  7.00000000D-05  6.54386053D-06  4.99999999D+00 -2.09999999D-04  8.60961975D-01  8.60961964D-01  1.35967944D+01
  7.10000000D-05  6.63734426D-06  4.99999999D+00 -2.12999999D-04  8.60961974D-01  8.60961963D-01  1.35967944D+01
  7.20000000D-05  6.73082798D-06  4.99999999D+00 -2.15999999D-04  8.60961974D-01  8.60961963D-01  1.35967943D+01
  7.30000000D-05  6.82431170D-06  4.99999999D+00 -2.18999999D-04  8.60961974D-01  8.60961963D-01  1.35967943D+01
  7.40000000D-05  6.91779542D-06  4.99999999D+00 -2.21999999D-04  8.60961974D-01  8.60961962D-01  1.35967943D+01
  7.50000000D-05  7.01127914D-06  4.99999999D+00 -2.24999999D-04  8.60961974D-01  8.60961962D-01  1.35967943D+01
  7.60000000D-05  7.10476287D-06  4.99999999D+00 -2.27999999D-04  8.60961974D-01  8.60961962D-01  1.35967943D+01
  7.70000000D-05  7.19824659D-06  4.99999999D+00 -2.30999999D-04  8.60961974D-01  8.60961961D-01  1.35967943D+01
  7.80000000D-05  7.29173031D-06  4.99999999D+00 -2.33999999D-04  8.60961974D-01  8.60961961D-01  1.35967943D+01
  7.90000000D-05  7.38521403D-06  4.99999999D+00 -2.36999999D-04  8.60961974D-01  8.60961960D-01  1.35967943D+01
  8.00000000D-05  7.47869775D-06  4.99999999D+00 -2.39999999D-04  8.60961974D-01  8.60961960D-01  1.35967943D+01
  8.10000000D-05  7.57218148D-06  4.99999999D+00 -2.42999998D-04  8.60961974D-01  8.60961960D-01  1.35967943D+01
  8.20000000D-05  7.66566520D-06  4.99999999D+00 -2.45999998D-04  8.60961974D-01  8.60961959D-01  1.35967943D+01
  8.30000000D-05  7.75914892D-06  4.99999999D+00 -2.48999998D-04  8.60961974D-01  8.60961959D-01  1.35967943D+01
  8.40000000D-05  7.85263264D-06  4.99999999D+00 -2.51999998D-04  8.60961974D-01  8.60961958D-01  1.35967943D+01
  8.50000000D-05  7.94611636D-06  4.99999999D+00 -2.54999998D-04  8.60961974D-01  8.60961958D-01  1.35967943D+01
  8.60000000D-05  8.03960009D-06  4.99999999D+00 -2.57999998D-04  8.60961974D-01  8.60961958D-01  1.35967943D+01
  8.70000000D-05  8.13308381D-06  4.99999999D+00 -2.60999998D-04  8.60961974D-01  8.60961957D-01  1.35967943D+01
  8.80000000D-05  8.22656753D-06  4.99999999D+00 -2.63999998D-04  8.60961974D-01  8.60961957D-01  1.35967943D+01
  8.90000000D-05  8.32005125D-06  4.99999999D+00 -2.66999998D-04  8.60961974D-01  8.60961956D-01  1.35967943D+01
  9.00000000D-05  8.41353497D-06  4.99999999D+00 -2.69999998D-04  8.60961973D-01  8.60961956D-01  1.35967943D+01
  9.10000000D-05  8.50701870D-06  4.99999999D+00 -2.72999998D-04  8.60961973D-01  8.60961955D-01  1.35967943D+01
  9.20000000D-05  8.60050242D-06  4.99999999D+00 -2.75999998D-04  8.60961973D-01  8.60961955D-01  1.35967943D+01
  9.30000000D-05  8.69398614D-06  4.99999999D+00 -2.78999998D-04  8.60961973D-01  8.60961954D-01  1.35967943D+01
  9.40000000D-05  8.78746986D-06  4.99999999D+00 -2.81999998D-04  8.60961973D-01  8.60961954D-01  1.35967943D+01
  9.50000000D-05  8.88095358D-06  4.99999999D+00 -2.84999998D-04  8.60961973D-01  8.60961953D-01  1.35967943D+01
  9.60000000D-05  8.97443730D-06  4.99999999D+00 -2.87999997D-04  8.60961973D-01  8.60961953D-01  1.35967943D+01
  9.70000000D-05  9.06792103D-06  4.99999999D+00 -2.90999997D-04  8.60961973D-01  8.60961953D-01  1.35967943D+01
  9.80000000D-05  9.16140475D-06  4.99999999D+00 -2.93999997D-04  8.60961973D-01  8.60961952D-01  1.35967943D+01
  9.90000000D-05  9.25488847D-06  4.99999999D+00 -2.96999997D-04  8.60961973D-01  8.60961952D-01  1.35967943D+01
  1.00000000D-04  9.34837219D-06  4.99999999D+00 -2.99999997D-04  8.60961973D-01  8.60961951D-01  1.35967943D+01
  1.10000000D-04  1.02832094D-05  4.99999998D+00 -3.29999996D-04  8.60961972D-01  8.60961946D-01  1.35967943D+01
  1.20000000D-04  1.12180466D-05  4.99999998D+00 -3.59999995D-04  8.60961971D-01  8.60961940D-01  1.35967943D+01
  1.30000000D-04  1.21528839D-05  4.99999997D+00 -3.89999994D-04  8.60961971D-01  8.60961934D-01  1.35967943D+01
  1.40000000D-04  1.30877211D-05  4.99999997D+00 -4.19999992D-04  8.60961970D-01  8.60961927D-01  1.35967942D+01
  1.50000000D-04  1.40225583D-05  4.99999997D+00 -4.49999990D-04  8.60961969D-01  8.60961920D-01  1.35967942D+01
  1.60000000D-04  1.49573955D-05  4.99999996D+00 -4.79999988D-04  8.60961968D-01  8.60961912D-01  1.35967942D+01
  1.70000000D-04  1.58922327D-05  4.99999996D+00 -5.09999986D-04  8.60961967D-01  8.60961904D-01  1.35967942D+01
  1.80000000D-04  1.68270699D-05  4.99999995D+00 -5.39999983D-04  8.60961965D-01  8.60961895D-01  1.35967942D+01
  1.90000000D-04  1.77619072D-05  4.99999995D+00 -5.69999980D-04  8.60961964D-01  8.60961886D-01  1.35967941D+01
  2.00000000D-04  1.86967444D-05  4.99999994D+00 -5.99999977D-04  8.60961963D-01  8.60961876D-01  1.35967941D+01
  2.10000000D-04  1.96315816D-05  4.99999993D+00 -6.29999973D-04  8.60961962D-01  8.60961865D-01  1.35967941D+01
  2.20000000D-04  2.05664188D-05  4.99999993D+00 -6.59999969D-04  8.60961960D-01  8.60961855D-01  1.35967940D+01
  2.30000000D-04  2.15012560D-05  4.99999992D+00 -6.89999965D-04  8.60961959D-01  8.60961843D-01  1.35967940D+01
  2.40000000D-04  2.24360933D-05  4.99999991D+00 -7.19999960D-04  8.60961957D-01  8.60961832D-01  1.35967940D+01
  2.50000000D-04  2.33709305D-05  4.99999991D+00 -7.49999955D-04  8.60961955D-01  8.60961819D-01  1.35967939D+01
  2.60000000D-04  2.43057677D-05  4.99999990D+00 -7.79999950D-04  8.60961954D-01  8.60961806D-01  1.35967939D+01
  2.70000000D-04  2.52406049D-05  4.99999989D+00 -8.09999944D-04  8.60961952D-01  8.60961793D-01  1.35967939D+01
  2.80000000D-04  2.61754421D-05  4.99999988D+00 -8.39999937D-04  8.60961950D-01  8.60961779D-01  1.35967938D+01
  2.90000000D-04  2.71102794D-05  4.99999987D+00 -8.69999930D-04  8.60961948D-01  8.60961765D-01  1.35967938D+01
  3.00000000D-04  2.80451166D-05  4.99999987D+00 -8.99999923D-04  8.60961946D-01  8.60961750D-01  1.35967937D+01
  3.10000000D-04  2.89799538D-05  4.99999986D+00 -9.29999915D-04  8.60961944D-01  8.60961735D-01  1.35967937D+01
  3.20000000D-04  2.99147910D-05  4.99999985D+00 -9.59999906D-04  8.60961942D-01  8.60961719D-01  1.35967937D+01
  3.30000000D-04  3.08496282D-05  4.99999984D+00 -9.89999897D-04  8.60961940D-01  8.60961703D-01  1.35967936D+01
  3.40000000D-04  3.17844655D-05  4.99999983D+00 -1.01999989D-03  8.60961938D-01  8.60961686D-01  1.35967936D+01
  3.50000000D-04  3.27193027D-05  4.99999982D+00 -1.04999988D-03  8.60961936D-01  8.60961669D-01  1.35967935D+01
  3.60000000D-04  3.36541399D-05  4.99999981D+00 -1.07999987D-03  8.60961933D-01  8.60961651D-01  1.35967935D+01
  3.70000000D-04  3.45889771D-05  4.99999979D+00 -1.10999985D-03  8.60961931D-01  8.60961633D-01  1.35967934D+01
  3.80000000D-04  3.55238143D-05  4.99999978D+00 -1.13999984D-03  8.60961928D-01  8.60961614D-01  1.35967933D+01
  3.90000000D-04  3.64586516D-05  4.99999977D+00 -1.16999983D-03  8.60961926D-01  8.60961594D-01  1.35967933D+01
  4.00000000D-04  3.73934888D-05  4.99999976D+00 -1.19999982D-03  8.60961923D-01  8.60961575D-01  1.35967932D+01
  4.10000000D-04  3.83283260D-05  4.99999975D+00 -1.22999980D-03  8.60961921D-01  8.60961554D-01  1.35967932D+01
  4.20000000D-04  3.92631632D-05  4.99999974D+00 -1.25999979D-03  8.60961918D-01  8.60961533D-01  1.35967931D+01
  4.30000000D-04  4.01980004D-05  4.99999972D+00 -1.28999977D-03  8.60961915D-01  8.60961512D-01  1.35967931D+01
  4.40000000D-04  4.11328376D-05  4.99999971D+00 -1.31999976D-03  8.60961912D-01  8.60961490D-01  1.35967930D+01
  4.50000000D-04  4.20676749D-05  4.99999970D+00 -1.34999974D-03  8.60961909D-01  8.60961468D-01  1.35967929D+01
  4.60000000D-04  4.30025121D-05  4.99999968D+00 -1.37999972D-03  8.60961906D-01  8.60961445D-01  1.35967929D+01
  4.70000000D-04  4.39373493D-05  4.99999967D+00 -1.40999970D-03  8.60961903D-01  8.60961422D-01  1.35967928D+01
  4.80000000D-04  4.48721865D-05  4.99999965D+00 -1.43999968D-03  8.60961900D-01  8.60961398D-01  1.35967927D+01
  4.90000000D-04  4.58070237D-05  4.99999964D+00 -1.46999966D-03  8.60961897D-01  8.60961374D-01  1.35967927D+01
  5.00000000D-04  4.67418610D-05  4.99999963D+00 -1.49999964D-03  8.60961894D-01  8.60961349D-01  1.35967926D+01
  5.10000000D-04  4.76766982D-05  4.99999961D+00 -1.52999962D-03  8.60961890D-01  8.60961323D-01  1.35967925D+01
  5.20000000D-04  4.86115354D-05  4.99999959D+00 -1.55999960D-03  8.60961887D-01  8.60961298D-01  1.35967924D+01
  5.30000000D-04  4.95463726D-05  4.99999958D+00 -1.58999957D-03  8.60961883D-01  8.60961271D-01  1.35967924D+01
  5.40000000D-04  5.04812098D-05  4.99999956D+00 -1.61999955D-03  8.60961880D-01  8.60961244D-01  1.35967923D+01
  5.50000000D-04  5.14160471D-05  4.99999955D+00 -1.64999952D-03  8.60961876D-01  8.60961217D-01  1.35967922D+01
  5.60000000D-04  5.23508843D-05  4.99999953D+00 -1.67999950D-03  8.60961873D-01  8.60961189D-01  1.35967921D+01
  5.70000000D-04  5.32857215D-05  4.99999951D+00 -1.70999947D-03  8.60961869D-01  8.60961161D-01  1.35967921D+01
  5.80000000D-04  5.42205587D-05  4.99999950D+00 -1.73999944D-03  8.60961865D-01  8.60961132D-01  1.35967920D+01
  5.90000000D-04  5.51553959D-05  4.99999948D+00 -1.76999941D-03  8.60961861D-01  8.60961103D-01  1.35967919D+01
  6.00000000D-04  5.60902332D-05  4.99999946D+00 -1.79999938D-03  8.60961857D-01  8.60961073D-01  1.35967918D+01
  6.10000000D-04  5.70250704D-05  4.99999944D+00 -1.82999935D-03  8.60961853D-01  8.60961042D-01  1.35967917D+01
  6.20000000D-04  5.79599076D-05  4.99999942D+00 -1.85999932D-03  8.60961849D-01  8.60961011D-01  1.35967916D+01
  6.30000000D-04  5.88947448D-05  4.99999940D+00 -1.88999928D-03  8.60961845D-01  8.60960980D-01  1.35967915D+01
  6.40000000D-04  5.98295820D-05  4.99999939D+00 -1.91999925D-03  8.60961841D-01  8.60960948D-01  1.35967914D+01
  6.50000000D-04  6.07644193D-05  4.99999937D+00 -1.94999921D-03  8.60961837D-01  8.60960916D-01  1.35967913D+01
  6.60000000D-04  6.16992565D-05  4.99999935D+00 -1.97999918D-03  8.60961832D-01  8.60960883D-01  1.35967913D+01
  6.70000000D-04  6.26340937D-05  4.99999933D+00 -2.00999914D-03  8.60961828D-01  8.60960850D-01  1.35967912D+01
  6.80000000D-04  6.35689309D-05  4.99999931D+00 -2.03999910D-03  8.60961824D-01  8.60960816D-01  1.35967911D+01
  6.90000000D-04  6.45037681D-05  4.99999929D+00 -2.06999906D-03  8.60961819D-01  8.60960781D-01  1.35967910D+01
  7.00000000D-04  6.54386053D-05  4.99999927D+00 -2.09999902D-03  8.60961814D-01  8.60960746D-01  1.35967909D+01
  7.10000000D-04  6.63734426D-05  4.99999924D+00 -2.12999897D-03  8.60961810D-01  8.60960711D-01  1.35967908D+01
  7.20000000D-04  6.73082798D-05  4.99999922D+00 -2.15999893D-03  8.60961805D-01  8.60960675D-01  1.35967907D+01
  7.30000000D-04  6.82431170D-05  4.99999920D+00 -2.18999889D-03  8.60961800D-01  8.60960639D-01  1.35967906D+01
  7.40000000D-04  6.91779542D-05  4.99999918D+00 -2.21999884D-03  8.60961795D-01  8.60960602D-01  1.35967904D+01
  7.50000000D-04  7.01127914D-05  4.99999916D+00 -2.24999879D-03  8.60961790D-01  8.60960564D-01  1.35967903D+01
  7.60000000D-04  7.10476287D-05  4.99999913D+00 -2.27999874D-03  8.60961785D-01  8.60960527D-01  1.35967902D+01
  7.70000000D-04  7.19824659D-05  4.99999911D+00 -2.30999869D-03  8.60961780D-01  8.60960488D-01  1.35967901D+01
  7.80000000D-04  7.29173031D-05  4.99999909D+00 -2.33999864D-03  8.60961775D-01  8.60960449D-01  1.35967900D+01
  7.90000000D-04  7.38521403D-05  4.99999906D+00 -2.36999859D-03  8.60961770D-01  8.60960410D-01  1.35967899D+01
  8.00000000D-04  7.47869775D-05  4.99999904D+00 -2.39999853D-03  8.60961765D-01  8.60960370D-01  1.35967898D+01
  8.10000000D-04  7.57218148D-05  4.99999902D+00 -2.42999848D-03  8.60961760D-01  8.60960330D-01  1.35967897D+01
  8.20000000D-04  7.66566520D-05  4.99999899D+00 -2.45999842D-03  8.60961754D-01  8.60960289D-01  1.35967896D+01
  8.30000000D-04  7.75914892D-05  4.99999897D+00 -2.48999836D-03  8.60961749D-01  8.60960247D-01  1.35967894D+01
  8.40000000D-04  7.85263264D-05  4.99999894D+00 -2.51999830D-03  8.60961743D-01  8.60960205D-01  1.35967893D+01
  8.50000000D-04  7.94611636D-05  4.99999892D+00 -2.54999824D-03  8.60961738D-01  8.60960163D-01  1.35967892D+01
  8.60000000D-04  8.03960009D-05  4.99999889D+00 -2.57999818D-03  8.60961732D-01  8.60960120D-01  1.35967891D+01
  8.70000000D-04  8.13308381D-05  4.99999886D+00 -2.60999811D-03  8.60961726D-01  8.60960077D-01  1.35967889D+01
  8.80000000D-04  8.22656753D-05  4.99999884D+00 -2.63999805D-03  8.60961721D-01  8.60960033D-01  1.35967888D+01
  8.90000000D-04  8.32005125D-05  4.99999881D+00 -2.66999798D-03  8.60961715D-01  8.60959988D-01  1.35967887D+01
  9.00000000D-04  8.41353497D-05  4.99999879D+00 -2.69999791D-03  8.60961709D-01  8.60959943D-01  1.35967886D+01
  9.10000000D-04  8.50701870D-05  4.99999876D+00 -2.72999784D-03  8.60961703D-01  8.60959898D-01  1.35967884D+01
  9.20000000D-04  8.60050242D-05  4.99999873D+00 -2.75999777D-03  8.60961697D-01  8.60959852D-01  1.35967883D+01
  9.30000000D-04  8.69398614D-05  4.99999870D+00 -2.78999770D-03  8.60961691D-01  8.60959806D-01  1.35967882D+01
  9.40000000D-04  8.78746986D-05  4.99999867D+00 -2.81999762D-03  8.60961684D-01  8.60959759D-01  1.35967880D+01
  9.50000000D-04  8.88095358D-05  4.99999865D+00 -2.84999754D-03  8.60961678D-01  8.60959711D-01  1.35967879D+01
  9.60000000D-04  8.97443730D-05  4.99999862D+00 -2.87999746D-03  8.60961672D-01  8.60959663D-01  1.35967878D+01
  9.70000000D-04  9.06792103D-05  4.99999859D+00 -2.90999738D-03  8.60961666D-01  8.60959615D-01  1.35967876D+01
  9.80000000D-04  9.16140475D-05  4.99999856D+00 -2.93999730D-03  8.60961659D-01  8.60959566D-01  1.35967875D+01
  9.90000000D-04  9.25488847D-05  4.99999853D+00 -2.96999722D-03  8.60961653D-01  8.60959516D-01  1.35967873D+01
  1.00000000D-03  9.34837219D-05  4.99999850D+00 -2.99999713D-03  8.60961646D-01  8.60959466D-01  1.35967872D+01
  1.15000000D-03  1.07506280D-04  4.99999802D+00 -3.44999564D-03  8.60961540D-01  8.60958657D-01  1.35967849D+01
  1.30000000D-03  1.21528839D-04  4.99999747D+00 -3.89999370D-03  8.60961418D-01  8.60957735D-01  1.35967822D+01
  1.40000000D-03  1.30877211D-04  4.99999706D+00 -4.19999214D-03  8.60961329D-01  8.60957057D-01  1.35967803D+01
  1.50000000D-03  1.40225583D-04  4.99999663D+00 -4.49999033D-03  8.60961234D-01  8.60956329D-01  1.35967782D+01
  1.60000000D-03  1.49573955D-04  4.99999616D+00 -4.79998826D-03  8.60961131D-01  8.60955551D-01  1.35967760D+01
  1.70000000D-03  1.58922327D-04  4.99999567D+00 -5.09998592D-03  8.60961022D-01  8.60954723D-01  1.35967736D+01
  1.80000000D-03  1.68270699D-04  4.99999514D+00 -5.39998329D-03  8.60960907D-01  8.60953845D-01  1.35967711D+01
  1.90000000D-03  1.77619072D-04  4.99999459D+00 -5.69998035D-03  8.60960785D-01  8.60952916D-01  1.35967684D+01
  2.00000000D-03  1.86967444D-04  4.99999400D+00 -5.99997708D-03  8.60960656D-01  8.60951937D-01  1.35967656D+01
  2.10000000D-03  1.96315816D-04  4.99999339D+00 -6.29997346D-03  8.60960521D-01  8.60950909D-01  1.35967627D+01
  2.20000000D-03  2.05664188D-04  4.99999274D+00 -6.59996949D-03  8.60960379D-01  8.60949829D-01  1.35967596D+01
  2.30000000D-03  2.15012560D-04  4.99999207D+00 -6.89996514D-03  8.60960230D-01  8.60948700D-01  1.35967563D+01
  2.40000000D-03  2.24360933D-04  4.99999136D+00 -7.19996039D-03  8.60960075D-01  8.60947520D-01  1.35967530D+01
  2.50000000D-03  2.33709305D-04  4.99999063D+00 -7.49995523D-03  8.60959913D-01  8.60946291D-01  1.35967494D+01
  2.60000000D-03  2.43057677D-04  4.99998986D+00 -7.79994964D-03  8.60959745D-01  8.60945011D-01  1.35967458D+01
  2.70000000D-03  2.52406049D-04  4.99998907D+00 -8.09994360D-03  8.60959570D-01  8.60943681D-01  1.35967420D+01
  2.80000000D-03  2.61754421D-04  4.99998824D+00 -8.39993710D-03  8.60959389D-01  8.60942300D-01  1.35967380D+01
  2.90000000D-03  2.71102794D-04  4.99998739D+00 -8.69993011D-03  8.60959200D-01  8.60940870D-01  1.35967339D+01
  3.00000000D-03  2.80451166D-04  4.99998650D+00 -8.99992263D-03  8.60959006D-01  8.60939389D-01  1.35967297D+01
  3.10000000D-03  2.89799538D-04  4.99998559D+00 -9.29991464D-03  8.60958804D-01  8.60937858D-01  1.35967253D+01
  3.20000000D-03  2.99147910D-04  4.99998464D+00 -9.59990611D-03  8.60958596D-01  8.60936277D-01  1.35967208D+01
  3.30000000D-03  3.08496282D-04  4.99998367D+00 -9.89989703D-03  8.60958382D-01  8.60934646D-01  1.35967161D+01
  3.40000000D-03  3.17844655D-04  4.99998266D+00 -1.01998874D-02  8.60958161D-01  8.60932965D-01  1.35967113D+01
  3.50000000D-03  3.27193027D-04  4.99998163D+00 -1.04998771D-02  8.60957933D-01  8.60931233D-01  1.35967063D+01
  3.60000000D-03  3.36541399D-04  4.99998056D+00 -1.07998663D-02  8.60957699D-01  8.60929451D-01  1.35967012D+01
  3.70000000D-03  3.45889771D-04  4.99997947D+00 -1.10998549D-02  8.60957458D-01  8.60927619D-01  1.35966960D+01
  3.80000000D-03  3.55238143D-04  4.99997834D+00 -1.13998428D-02  8.60957210D-01  8.60925737D-01  1.35966906D+01
  3.90000000D-03  3.64586516D-04  4.99997719D+00 -1.16998300D-02  8.60956956D-01  8.60923805D-01  1.35966850D+01
  4.00000000D-03  3.73934888D-04  4.99997600D+00 -1.19998166D-02  8.60956695D-01  8.60921822D-01  1.35966793D+01
  4.10000000D-03  3.83283260D-04  4.99997479D+00 -1.22998025D-02  8.60956428D-01  8.60919789D-01  1.35966735D+01
  4.20000000D-03  3.92631632D-04  4.99997354D+00 -1.25997877D-02  8.60956154D-01  8.60917706D-01  1.35966676D+01
