SOURCE_ID	ra	ra_error	dec	dec_error	parallax	parallax_error	pmra	pmra_error	pmdec	pmdec_error	radial_velocity	radial_velocity_error	bp_rp	phot_g_mean_mag	phot_bp_mean_mag	phot_rp_mean_mag	teff_gspphot	ra_dec_corr	pmra_pmdec_corr
6045465540585364736	245.95919539767155	0.22108930349349976	-26.522478731373365	0.14399924874305725	0.2565259817967595	0.23420259356498718	-11.599773487920904	0.3230694532394409	-18.96118298573825	0.2519867420196533			1.5326766967773438	18.559240341186523	19.346416473388672	17.813739776611328	4077.375	-0.5386846661567688	-0.44436874985694885
6045465540585765888	245.96075131281896	0.2571611702442169	-26.509236518855776	0.1580338329076767	0.22373348194350606	0.2762570381164551	-11.812997533530858	0.3727092742919922	-19.29970295439916	0.28145530819892883			1.6258468627929688	19.031131744384766	19.537721633911133	17.911874771118164		-0.18467150628566742	-0.2028273046016693
6045465540585767040	245.96068002584872	0.371390163898468	-26.510548320974028	0.2215060442686081	0.42795557439141685	0.3884834349155426	-12.229104683467206	0.5006817579269409	-18.13555803738951	0.3732124865055084				19.353830337524414				-0.489881306886673	-0.3282395601272583
6045465540585770496	245.95496251675164	0.604759931564331	-26.517563690967254	0.40441930294036865	-0.7556871019793033	0.6753097772598267	-12.844657303342647	0.9408469796180725	-19.939668530045317	0.7148436307907104			1.4092483520507812	20.00030517578125	20.262117385864258	18.852869033813477		-0.3475774824619293	-0.19835017621517181
6045465540585837696	245.9652462340366	0.33126455545425415	-26.516810506633327	0.20332472026348114	0.2297566475407578	0.35675427317619324	-12.753105158270957	0.496025025844574	-19.115888267265206	0.3582305908203125			1.7831058502197266	19.411937713623047	20.2510986328125	18.467992782592773		-0.19730626046657562	0.07525501400232315
6045465540594197248	245.9637991899636	0.020768912509083748	-26.52398187666034	0.012810900807380676	0.5207090234869068	0.02269172854721546	-13.305523118231266	0.02954540029168129	-18.337313356891734	0.021520914509892464	76.3239517211914	5.333408832550049	1.483321189880371	14.427449226379395	15.09262752532959	13.609306335449219	5661.9951171875	-0.4184490740299225	-0.1783929020166397
6045465540594202496	245.97074697460837	0.10276395827531815	-26.518156661889897	0.06442096829414368	0.4150023013672912	0.11207747459411621	-12.589697390637696	0.1455140858888626	-19.702259792493088	0.10704731941223145			1.2995986938476562	17.648962020874023	18.166336059570312	16.866737365722656	5931.2294921875	-0.4108293354511261	-0.11567962169647217
6045465540594203008	245.96581005246324	0.03151392936706543	-26.52135974800348	0.01862953044474125	0.4761469340149639	0.034581854939460754	-12.549003597832026	0.04539650306105614	-18.937513348786275	0.032091084867715836			1.4340887069702148	15.410263061523438	16.046260833740234	14.61217212677002	6114.59765625	-0.34829869866371155	-0.12484918534755707
6045465540594213888	245.96927465085858	0.11748840659856796	-26.516332845786476	0.0705176293849945	0.3896068108933069	0.13181708753108978	-12.194046918873315	0.17663359642028809	-18.17365053947306	0.12282121181488037			1.3471126556396484	17.903823852539062	18.515880584716797	17.16876792907715	4494.791015625	-0.3644154369831085	-0.14994391798973083
6045465540594215296	245.96125098060068	0.053205784410238266	-26.52068261840559	0.03229602053761482	0.46866037172908404	0.05830033868551254	-11.9927229122052	0.07515568286180496	-19.401054427854938	0.053554363548755646			1.2329578399658203	16.3612060546875	16.896644592285156	15.663686752319336	6930.05419921875	-0.38136592507362366	-0.02691149152815342
6045465540594224640	245.96863644285918	0.04394843801856041	-26.51379608487534	0.026905454695224762	0.5257035821042279	0.047842249274253845	-12.586400297084154	0.06128658354282379	-18.520392853434085	0.04510839655995369			1.233729362487793	16.20149040222168	16.718469619750977	15.484740257263184	6601.85400390625	-0.33076533675193787	-0.08573801815509796
