  6.19000000D+00  4.54277475D-01 -3.12518205D-01  7.04055390D+00  2.00991019D+01  8.15000000D-01  1.76375000D+01  2.00925000D+01  0.00000000D+00  0.00000000D+00  0.00000000D+00
  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00  4.05490754D-02  8.77526769D-01  9.99671530D-01  0.00000000D+00  0.00000000D+00  0.00000000D+00  0.00000000D+00
  0.00000000D+00  0.00000000D+00  0.00000000D+00
